ACS Filter,"1"" a coeff","1"" b coeff","1"" c coeff","1"" a uncert","1"" b uncert","1"" c uncert","1"" residual","0.5"" a coeff","0.5"" b coeff","0.5"" c coeff","0.5"" a uncert","0.5"" b uncert","0.5"" c uncert","0.5"" residual","0.1"" a coeff","0.1"" b coeff","0.1"" c coeff","0.1"" a uncert","0.1"" b uncert","0.1"" c uncert","0.1"" residual",Avg
ACS F435W,1.116831416273644,-0.0735896136378819,20.22286244246524,0.3864813428038388,0.0636817713168383,0.213374383791124,0.2160839121847906,1.1208020768887097,-0.0748249616006795,21.51624705003604,0.3862783995545544,0.0641080711098131,0.2127259665968577,0.2159706744149345,1.1285240046517513,-0.0775135989834445,23.708212723135897,0.3862811157069303,0.0648789348259285,0.2127258966478834,0.2143881722252772,3.9691814106709926
ACS F475W,0.9601996864014496,-0.0735896136378819,20.8271448667846,0.5298833502863842,0.0636817713168383,0.2253382673138425,0.4363250126948747,0.9529996471869916,-0.0748249616006795,22.15770325575746,0.5298833542018881,0.0641080711098131,0.225338227756197,0.4408995974505125,0.925605383563738,-0.0775135989834445,24.471826761122536,0.5309268710693855,0.0648789348259285,0.2255935010191357,0.4499265985971884,3.3057394713303765
ACS F555W,1.1315851320665684,-0.0735896136378819,20.125813123943782,0.5021353850829157,0.0636817713168383,0.2700824293700293,0.2534874975977484,1.1373318667546743,-0.0748249616006795,21.413085742979785,0.502135364086,0.0641080711098131,0.2700824422274571,0.2520438722838688,1.1550461962444163,-0.0775135989834445,23.57175516870675,0.5060020251628459,0.0648789348259285,0.271307669361115,0.2481362182059131,3.988483689978051
ACS F606W,1.0873767366854956,-0.0735896136378819,20.765141104837607,0.4309717822251403,0.0636817713168383,0.2643366447201372,0.1574002015300784,1.0915430899590544,-0.0748249616006795,22.059789817104395,0.4309717942929766,0.0641080711098131,0.264336647315102,0.1558867956761032,1.107515948700264,-0.0775135989834445,24.229016684190665,0.4309717782822569,0.0648789348259285,0.2643366355385689,0.1549307415112758,3.9141415656105223
ACS F625W,1.152834754514281,-0.0735896136378819,20.06296405720584,0.409708419332455,0.0636817713168383,0.2421300420230873,0.244377870295547,1.1468322175800574,-0.0748249616006795,21.389256185744077,0.4095078536699965,0.0641080711098131,0.2410639904705133,0.2461218843179838,1.1420044245082908,-0.0775135989834445,23.623383991201397,0.4098888059582608,0.0648789348259285,0.2411378155909349,0.2483192926624738,4.039055705685914
ACS F775W,0.8160458892392178,-0.0735896136378819,21.11945079226416,0.5510420207540426,0.0636817713168383,0.2924646426987204,0.1825755245245229,0.8023936477261888,-0.0748249616006795,22.470426092603883,0.5510419808458084,0.0641080711098131,0.2924646455824208,0.194306429273973,0.7864075027740723,-0.0775135989834445,24.73985870871769,0.5510161483537107,0.0648789348259285,0.2932439466816971,0.216329925261036,2.892381997080642
ACS F814W,1.3104611341770869,-0.0735896136378819,19.62028779317158,0.608375754813243,0.0636817713168383,0.28923708903974,0.1062259032331906,1.310281186740077,-0.0748249616006795,20.924070345915467,0.6084044825585628,0.0641080711098131,0.2898067954038369,0.1042125412652629,1.3138407031979824,-0.0775135989834445,23.12488299619043,0.6084254328596232,0.0648789348259285,0.2892609355287174,0.0990553793179262,4.4967153637703
ACS F850LP,1.209922580775623,-0.0735896136378819,19.171879961666583,0.7585302251533704,0.0636817713168383,0.3700958753788936,0.116246703437669,1.2037709281350264,-0.0748249616006795,20.500587910529344,0.7630705750391057,0.0641080711098131,0.371784576510981,0.1172339878878516,1.1831589612697484,-0.0775135989834445,22.79090935598084,0.7584284960209876,0.0648789348259285,0.3701817016295844,0.1207054184267566,4.270703475169185
