IR Filter,"1"" a coeff","1"" b coeff","1"" c coeff","1"" a uncert","1"" b uncert","1"" c uncert","1"" residual","0.5"" a coeff","0.5"" b coeff","0.5"" c coeff","0.5"" a uncert","0.5"" b uncert","0.5"" c uncert","0.5"" residual","0.1"" a coeff","0.1"" b coeff","0.1"" c coeff","0.1"" a uncert","0.1"" b uncert","0.1"" c uncert","0.1"" residual",Avg
WFC3 IR F098M,1.362108674918418,-0.1767468729585881,19.537446444640786,1.10570378121867,0.0789549227331953,0.6910245948910815,0.135389925740584,1.3368759472715896,-0.1736998332187122,20.95981833659787,1.1056650368334455,0.0780257582915387,0.6906208932514472,0.1445818786936502,1.275508096760715,-0.1657497307505916,23.463452923164212,1.105703362763458,0.0747160706250414,0.6912028624483935,0.1713418472264053,5.471459162264221
WFC3 IR F105W,1.101111108022656,-0.1767468729585881,20.506281725420507,0.3580382543590013,0.0789549227331953,0.2267810361079694,0.3995526130957038,1.114333977565604,-0.1736998332187122,21.81773018468117,0.3581897145096761,0.0780257582915387,0.2267818838525464,0.3886981423864579,1.1592426876146278,-0.1657497307505916,24.012577406047438,0.358381132252105,0.0747160706250414,0.2269424570111527,0.3507155541616841,4.29954001683933
WFC3 IR F110W,0.6274120266111737,-0.1767468729585881,22.53420521374673,0.3806913537552824,0.0789549227331953,0.179499715307088,0.1033522806867947,0.6285993982759442,-0.1736998332187122,23.87938960258328,0.3806913878700046,0.0780257582915387,0.1794997116895683,0.1098769529833182,0.636146081873988,-0.1657497307505916,26.18163352468904,0.3808019533465583,0.0747160706250414,0.1795023387342289,0.1298096373786804,2.390678071446109
WFC3 IR F125W,1.1237036634306312,-0.1767468729585881,20.68197897976994,1.211284746693419,0.0789549227331953,0.8893947700768858,0.1348237371219189,1.1105473571974989,-0.1736998332187122,22.08489990869433,1.2104808981799493,0.0780257582915387,0.8888030066085231,0.1341595643181499,1.0872339350211486,-0.1657497307505916,24.51255019410386,1.211414640924632,0.0747160706250414,0.8894168885114545,0.1396219437260526,4.651506965998822
WFC3 IR F140W,1.576321574603684,-0.1767468729585881,19.10165387161201,1.0656579980559413,0.0789549227331953,0.5363578600748149,0.1343448925911067,1.6085359225610707,-0.1736998332187122,20.32558815691349,1.0682613021099232,0.0780257582915387,0.5374572243040541,0.1453815156747605,1.69785685773253,-0.1657497307505916,22.30720532175764,1.0682604853607167,0.0747160706250414,0.5374871148079525,0.1755158686548728,5.884130189916306
WFC3 IR F160W,0.9260266469659726,-0.1767468729585881,21.163208377846736,0.3965315204358079,0.0789549227331953,0.317860162450031,0.2535218662033806,0.9295370249595966,-0.1736998332187122,22.50017464397399,0.3960839498134337,0.0780257582915387,0.3181930636094905,0.2531758516321986,0.9400265979899806,-0.1657497307505916,24.792423525764224,0.3970063309434138,0.0747160706250414,0.3177816891845877,0.2477105695562121,3.91826538900709
